Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,7579087782165.53,8910186780351.87,17126624755494.9,17009600166105.5,18374750719407.9,17316993527214.5,18053069090743.2,18669297250216.3,16446079334591.3,16553075746191.8,17344924399291.3,18748572435144.2
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,..,219801672716.775,544392485063.641,649697459092.748,709496791246.974,816782810006.542,850108840302.666,858994228087.048,774093767714.493,742768301130.004,829348955384.778,832156321421.56
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,134341873486.326,162444931770.66,428919945212.731,474041146088.376,529821540814.014,570150898932.386,636323163116.238,672892307835.499,660391877931.796,676659153166.275,751960655126.504,726462917498.083
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,18903067610575.7,27585557764631.5,43284387566468.6,45351950807153.5,48938740139149.4,48994830250440.7,49584762999208.3,50661148005384.7,47850192718595,48848458207801,51002983022253.9,54108061206415.4
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3454049495410.99,5804802698172.35,16461239372945,19990768287460.6,23617129078303,25106273957433.9,26533915063749.5,27401473578735.7,25861422494163,26007239891224.9,28632922079785.2,30464715328517.2
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,3793768767491.58,6262974806828.86,17726917972425.9,21452223148648.7,25284306835683.3,26903271815140.1,28503881746884.6,29538308687386.8,27954398996608.2,28049516210776.8,30781503584021.9,32669573236385.7
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,149358224393.509,200554559148.27,608659912471.784,710857170637.878,821175610000.041,903991245250.574,983062712052.744,1078993325724.2,1024951386304,949684642860.357,942180672601.184,991212192923.733
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,192951045489.888,258189772177.917,658773741536.103,748786082530.149,840445860006.432,886434333832.953,983697024193.72,1057480583451.35,1071976099378.04,1099425202189.94,1216320828718.15,1221072552795.69
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,343560392598.444,460281920234.106,1271510232783.85,1465180099197.68,1668941965076.81,1800009529286.75,1976405957169.28,2147855272242.02,2105327535475.6,2053098161979.64,2157791845822.82,2213713643331.96
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2034137647246.97,3402210697548.38,11259792367039.9,13503819692996.1,16461622211431.7,17608256434822.3,18982456745807.6,19662709989806,18417062499549.4,18420068944177.9,20357700189949,22163680628575.5
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1178166874370.62,2286930519732.8,4312105501412.17,5347162175796.48,6080012753550.91,6143036728395.19,6294625532171.87,6416225701699.74,5517742948141.7,5387475015449.07,5970989904971.94,5787292630122.98
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,1083284342722.61,2082504909038.6,3933625483328.37,4904606932154.93,5584687674430.54,5621553055485.71,5748382922892.87,5882790470977.05,4997012843036.87,4857776801085.38,5405037342852.1,5193396903833.44
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1109230328593.33,2174345829497.97,4123876013267.34,5152618467568.42,5877992088227.93,5935009599628.89,6081903167057.09,6199504020952.5,5290483965946.01,5154283302707.55,5732278498069.47,5555732855564.57
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,161029304757.449,212740581387.257,585597465468.025,672657292013.901,772120609923.652,824528499166.106,892693870403.796,969856031709.793,959770897684.067,960073446690.598,1077755716481.29,1052226807868.15
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3692020354718.54,5985798154877.15,17053403083547.7,20688553441500.3,24427621356124.2,26063057932980.6,27620221792938,28651839765602.1,27168881144271,27266081638284.5,29912421055585,31713927460930.4
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,102220650299.739,137976985614.59,335063155444.682,368434174244.395,412389209537.131,445017519259.077,487071447752.522,523918930466.147,516772383286.392,493881247719.937,526941900134.806,572219390199.091
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,908974611246.313,1292546803055.69,3645471589052.62,4462020711439.79,5039221584981.71,5287092922777.45,5521874030996.2,5826965731799.72,5784352356553.79,6023987416728.54,6521854050234.47,6707523521117.75
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,550672719862.458,966940531199.356,2368422381889.97,2768122882414.01,3282325618009.2,3575615120555.34,3553668416591.58,3569443658321.09,3146224148913.01,3149687655679.88,3275008659269.25,3616868653980.99
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,451673606823.492,1196064624693.21,1383648960546.26,1568618556169.38,1728670837464.96,1624179970871.02,1598440150830.85,1441623404793.42,1453306730365.21,1437537340501.73,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,447311432447.737,1188830867244.37,1374752649658.54,1558155718734.23,1717405849754.31,1611631755146.04,1585633514074.74,1428813291325.01,1439713130591.26,1422817551938.79,..
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3593689180420.79,5850970372003.78,16723643664313.6,20318663211916.2,24008819917691,25612271289734.4,27130341304882.4,28128744930295.5,26656613147658.1,26772108788027,29382511794670.9,31140959360365.4
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6558665950908.47,10998121151318.6,15825892407986.4,16611339953589.4,17337272540202.8,18026511572523.6,18632441320853.1,19329008738304.3,19778113935832.2,20239948343915.9,21138584471481.7,22210071092088.7
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18705740950618.7,27378719395561.4,42671754187460.8,44700082078603.9,48031870862169.8,47963058821606.9,48593693380263.8,49619397556018,46869839390473.3,47774577522532.4,49785139926010.5,52599426237174.8
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54727286161.0045,91704697250.0213,279233167459.969,324670072425.156,401018687776.504,421060997555.622,436532474270.557,449039404763.457,371473048748.633,366455822163.981,404664548115.563,451600134482.403
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2421496794.49361,3444110964.99348,5776686941.93929,6416533300.58371,7632301836.05666,8148861957.40977,8440652847.48721,9174063770.59309,8909228715.17981,9280440561.9027,9883385373.76577,10302802236.0798
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18351022904851.5,26261965491277.8,40729434027056.6,42467873243123.4,45585663540740,45536751543396.6,45983000855692.7,46923802846913.7,44401372279169.1,45382709162116,47254338522135.4,50023566077996.2
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,194379195183.57,240539542701.503,857558275803.468,1014764538526.14,1184967942013.23,1306155155107.86,1428565871084.09,1528617222367.88,1341023126049.43,1220907452742.51,1304089254135.53,1312866909305.48
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,75019943957.8025,129322333641.776,343188842295.13,394373376444.373,477074458532.918,499988643173.642,516847741716.424,531018074381.561,452002546514.191,442920183862.366,483622746147.494,535692556049.443
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,407227367445.565,622372326850.74,1683487609633.94,2061059873650.14,2271880446967.01,2297374631123.91,2357174513350.64,2581892372016.11,2697313887065.75,2920085235751.32,3347712176123.4,3457801122272.87
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,407227367445.565,622372326850.741,1683487609633.94,2061059873650.14,2271880446967.01,2297374631123.91,2357174513350.64,2581892372016.11,2697313887065.75,2920085235751.32,3347712176123.4,3457801122272.87
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,336947292115.508,396811086899.935,1148077116593.37,1369736518864.64,1552539087276.33,1635764396519.93,1739512102313.87,1826982517097.9,1661508166026.09,1545226165544.37,1679162216563.35,1697193308364.39
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,336577807187.582,396192063208.962,1147229799465.5,1368766716118.85,1551473442857.32,1634704525473.24,1738183800688.36,1825639299053.14,1660130656998.03,1543798794170.86,1677659255398.8,1695603277168.42
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,336947292115.508,396811086899.935,1148077116593.37,1369736518864.64,1552539087276.33,1635764396519.93,1739512102313.87,1826982517097.91,1661508166026.09,1545226165544.37,1679162216563.35,1697193308364.39
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2683128115632.12,4558738821511.06,13078172075261,15856642500476.4,18969598332709.3,20325178366956.9,21608467273886.2,22301779198495.8,20866461188838.2,20737553099408.9,22851037576513,24433054151546.4
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22603413574265.3,33581572220367.2,60340070387368,66036918504601.7,73357858363945.8,75045782254546.9,77189953892236.6,79296761326307.4,75002374281095.5,76103531034285,80885580989211.6,85790820876816.1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 06/28/2019,,,,,,,,,,,,,,,
